,ID,DIST,CO,RTE,PF1,BEGPM,PF1.1,ENDPM,Length,MAINT_DIST,MAINT_RGN,DIST_RGN,BUDGET ZONE,FY/Q,"NB/EB
107,105.0,3.0,YOL,5.0,R,16.0,R,17.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,FY23/Q3,,,1,,,,1.0,,,,25.0,,,X,,,X,,,,,50.0,38.0
108,106.0,3.0,YOL,5.0,R,17.0,R,18.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,FY23/Q3,,,1,,,1,,,,,50.0,,X,,,,X,,,,,75.0,63.0
109,107.0,3.0,YOL,5.0,R,18.0,R,19.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,FY23/Q3,,,1,,,1,,,,,50.0,,,X,,,X,,,,,50.0,50.0
110,108.0,3.0,YOL,5.0,R,19.0,R,20.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,FY23/Q3,,,1,,,,,1,,,0.0,,,X,,,,X,,,,25.0,13.0
111,109.0,3.0,YOL,5.0,R,20.0,R,21.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,FY23/Q3,,,1,,,,1.0,,,,25.0,,,X,,,,X,,,,25.0,25.0
112,110.0,3.0,YOL,5.0,R,21.0,R,22.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,FY23/Q3,,,1,,,1,,,,,50.0,,,X,,,X,,,,,50.0,50.0
113,111.0,3.0,YOL,5.0,R,22.0,R,23.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,FY23/Q3,,,1,,,,1.0,,,,25.0,,,X,,,X,,,,,50.0,38.0
114,112.0,3.0,YOL,5.0,R,23.0,R,24.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,FY23/Q3,,,1,,,,,1,,,0.0,,X,,,,X,,,,,75.0,38.0
115,113.0,3.0,YOL,5.0,R,24.0,R,25.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,FY23/Q3,,,1,,,,,1,,,0.0,,,X,,,,,X,,,0.0,0.0
116,114.0,3.0,YOL,5.0,R,25.0,R,26.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,FY23/Q3,,,1,,,,,1,,,0.0,,X,,,,,,X,,,25.0,13.0
117,115.0,3.0,YOL,5.0,R,26.0,R,27.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,FY23/Q3,,,1,,,,,1,,,0.0,,,X,,,,X,,,,25.0,13.0
119,116.0,3.0,PLA,49.0,,4.0,,5.0,1.0,3.0,District 3 - Sutter/Sierra Region,District 3 - Sutter/Sierra Region,LoMt-4,FY23/Q3,1,,,,,1,,,,,100.0,X,,,,,X,,,,,100.0,100.0
120,117.0,3.0,PLA,49.0,,5.0,,6.0,1.0,3.0,District 3 - Sutter/Sierra Region,District 3 - Sutter/Sierra Region,LoMt-4,FY23/Q3,1,,,,,1,,,,,100.0,X,,,,,X,,,,,100.0,100.0
121,118.0,3.0,PLA,49.0,,6.0,,7.0,1.0,3.0,District 3 - Sutter/Sierra Region,District 3 - Sutter/Sierra Region,LoMt-4,FY23/Q3,1,,,,,1,,,,,100.0,X,,,,,X,,,,,100.0,100.0
122,119.0,3.0,PLA,49.0,R,7.0,R,8.0,1.0,3.0,District 3 - Sutter/Sierra Region,District 3 - Sutter/Sierra Region,LoMt-4,FY23/Q3,1,,,,,1,,,,,100.0,X,,,,,X,,,,,100.0,100.0
123,120.0,3.0,PLA,49.0,R,8.0,R,9.0,1.0,3.0,District 3 - Sutter/Sierra Region,District 3 - Sutter/Sierra Region,LoMt-4,FY23/Q3,1,,,,,1,,,,,100.0,X,,,,,X,,,,,100.0,100.0
124,121.0,3.0,PLA,49.0,R,9.0,R,10.0,1.0,3.0,District 3 - Sutter/Sierra Region,District 3 - Sutter/Sierra Region,LoMt-4,FY23/Q3,1,,,,,1,,,,,100.0,X,,,,,X,,,,,100.0,100.0
126,128.0,3.0,SAC,50.0,R,6.0,R,7.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,,1.0,,,,75.0,X,,,,,X,,,,,100.0,88.0
127,129.0,3.0,SAC,50.0,R,7.0,R,8.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,,1.0,,,,75.0,X,,,,,X,,,,,100.0,88.0
128,130.0,3.0,SAC,50.0,R,8.0,R,9.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,1,,,,,100.0,X,,,,,X,,,,,100.0,100.0
129,131.0,3.0,SAC,50.0,R,9.0,R,10.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,,1.0,,,,75.0,X,,,,,X,,,,,100.0,88.0
130,132.0,3.0,SAC,50.0,R,10.0,R,11.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,1.0,,,,1,,,,,75.0,X,,,,,X,,,,,100.0,88.0
131,133.0,3.0,SAC,50.0,R,11.0,R,12.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,,1.0,,,,75.0,X,,,,,X,,,,,100.0,88.0
132,134.0,3.0,SAC,50.0,R,12.0, ,13.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,1,,,,,100.0,X,,,,,X,,,,,100.0,100.0
133,135.0,3.0,SAC,50.0,,13.0, ,14.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,1,,,,,100.0,X,,,,,X,,,,,100.0,100.0
134,136.0,3.0,SAC,50.0,,14.0, ,15.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,1,,,,,100.0,X,,,,,X,,,,,100.0,100.0
135,137.0,3.0,SAC,50.0,,15.0, ,16.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,1,,,,,100.0,X,,,,,X,,,,,100.0,100.0
136,138.0,3.0,SAC,50.0,,16.0, ,17.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,1,,,,,100.0,X,,,,,X,,,,,100.0,100.0
137,139.0,3.0,SAC,50.0,,17.0, ,18.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,1,,,,,100.0,X,,,,,X,,,,,100.0,100.0
138,140.0,3.0,SAC,50.0,,18.0, ,19.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,,,1,,,50.0,,X,,,,X,,,,,75.0,63.0
139,141.0,3.0,SAC,50.0,,19.0, ,20.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,,1,,,,,1,,,0.0,,X,,,,,,X,,,25.0,13.0
140,142.0,3.0,SAC,50.0,,20.0, ,21.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,1.0,,,,,,1,,,25.0,X,,,,,,,X,,,50.0,38.0
142,143.0,3.0,SAC,51.0,,0.0, ,1.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,1.0,,,,,1.0,,,,50.0,X,,,,,,X,,,,75.0,63.0
143,144.0,3.0,SAC,51.0,,1.0, ,2.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,,1,,,,1.0,,,,25.0,X,,,,,X,,,,,100.0,63.0
144,145.0,3.0,SAC,51.0,,2.0,,3.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,1.0,,,,,,1,,,25.0,,X,,,,,X,,,,50.0,38.0
145,146.0,3.0,SAC,51.0,,3.0,,4.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,,1,,,,,1,,,0.0,,X,,,,,X,,,,50.0,25.0
146,147.0,3.0,SAC,51.0,,4.0,,5.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,1.0,,,,,,1,,,25.0,,,X,,,,,X,,,0.0,13.0
147,148.0,3.0,SAC,51.0,,5.0,,6.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,,1,,,,1.0,,,,25.0,,,X,,,X,,,,,50.0,38.0
148,149.0,3.0,SAC,51.0,,6.0,,7.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,1.0,,,,1,,,,,75.0,,,X,,,,X,,,,25.0,50.0
149,150.0,3.0,SAC,51.0,,7.0,,8.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,1,,,,,100.0,,X,,,,X,,,,,75.0,88.0
151,151.0,3.0,PLA,80.0,,0.0,,1.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,FY23/Q3,,1.0,,,,,,1,,,25.0,X,,,,,,X,,,,75.0,50.0
152,152.0,3.0,PLA,80.0,,1.0,,2.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,FY23/Q3,,,1,,,,1.0,,,,25.0,X,,,,,X,,,,,100.0,63.0
153,153.0,3.0,PLA,80.0,,2.0,,3.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,FY23/Q3,,1.0,,,,,1.0,,,,50.0,X,,,,,,X,,,,75.0,63.0
154,154.0,3.0,PLA,80.0,,3.0,,4.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,FY23/Q3,1,,,,,1,,,,,100.0,X,,,,,X,,,,,100.0,100.0
155,155.0,3.0,PLA,80.0,,4.0,,5.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,FY23/Q3,,1.0,,,,,1.0,,,,50.0,X,,,,,,,X,,,50.0,50.0
156,156.0,3.0,PLA,80.0,,5.0,,6.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,FY23/Q3,1,,,,,,,1,,,50.0,X,,,,,X,,,,,100.0,75.0
157,157.0,3.0,PLA,80.0,,6.0,,7.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,FY23/Q3,1,,,,,,1.0,,,,75.0,X,,,,,,X,,,,75.0,75.0
158,158.0,3.0,PLA,80.0,,7.0,,8.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,FY23/Q3,1,,,,,,1.0,,,,75.0,X,,,,,,X,,,,75.0,75.0
159,159.0,3.0,PLA,80.0,,8.0,,9.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,FY23/Q3,,1.0,,,,1,,,,,75.0,X,,,,,X,,,,,100.0,88.0
160,160.0,3.0,PLA,80.0,,9.0,,10.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,FY23/Q3,1,,,,,,1.0,,,,75.0,X,,,,,X,,,,,100.0,88.0
161,161.0,3.0,PLA,80.0,,10.0,,11.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,FY23/Q3,1,,,,,,1.0,,,,75.0,X,,,,,X,,,,,100.0,88.0
162,162.0,3.0,PLA,80.0,,11.0,,12.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,FY23/Q3,1,,,,,,1.0,,,,75.0,X,,,,,X,,,,,100.0,88.0
163,163.0,3.0,PLA,80.0,,12.0,,13.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,FY23/Q3,1,,,,,1,,,,,100.0,X,,,,,X,,,,,100.0,100.0
164,164.0,3.0,PLA,80.0,,13.0,,14.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,LoMt-4,FY23/Q3,1,,,,,1,,,,,100.0,X,,,,,X,,,,,100.0,100.0
165,165.0,3.0,PLA,80.0,,14.0,,15.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,LoMt-4,FY23/Q3,1,,,,,1,,,,,100.0,X,,,,,X,,,,,100.0,100.0
166,166.0,3.0,PLA,80.0,,15.0,,16.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,LoMt-4,FY23/Q3,,1.0,,,,1,,,,,75.0,X,,,,,X,,,,,100.0,88.0
167,167.0,3.0,PLA,80.0,,16.0,,17.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,LoMt-4,FY23/Q3,1,,,,,1,,,,,100.0,X,,,,,X,,,,,100.0,100.0
168,168.0,3.0,PLA,80.0,,17.0,,18.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,LoMt-4,FY23/Q3,1,,,,,1,,,,,100.0,X,,,,,X,,,,,100.0,100.0
169,169.0,3.0,PLA,80.0, ,18.0,,19.0,1.0,3.0,District 3 - Sutter/Sierra Region,District 3 - Sutter/Sierra Region,LoMt-4,FY23/Q3,1,,,,,1,,,,,100.0,X,,,,,X,,,,,100.0,100.0
170,170.0,3.0,PLA,80.0,R,19.0,,20.0,1.0,3.0,District 3 - Sutter/Sierra Region,District 3 - Sutter/Sierra Region,LoMt-4,FY23/Q3,,1.0,,,,1,,,,,75.0,X,,,,,X,,,,,100.0,88.0
171,171.0,3.0,PLA,80.0,R,20.0,,21.0,1.0,3.0,District 3 - Sutter/Sierra Region,District 3 - Sutter/Sierra Region,LoMt-4,FY23/Q3,1,,,,,1,,,,,100.0,X,,,,,X,,,,,100.0,100.0
172,172.0,3.0,PLA,80.0,R,21.0,,22.0,1.0,3.0,District 3 - Sutter/Sierra Region,District 3 - Sutter/Sierra Region,LoMt-4,FY23/Q3,1,,,,,1,,,,,100.0,X,,,,,X,,,,,100.0,100.0
173,173.0,3.0,PLA,80.0,R,22.0,,23.0,1.0,3.0,District 3 - Sutter/Sierra Region,District 3 - Sutter/Sierra Region,LoMt-4,FY23/Q3,1,,,,,1,,,,,100.0,X,,,,,X,,,,,100.0,100.0
174,174.0,3.0,SAC,80.0,M,0.0,,1.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,1,,,,,100.0,X,,,,,X,,,,,100.0,100.0
175,175.0,3.0,SAC,80.0,M,1.0,,2.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,1,,,,,100.0,X,,,,,X,,,,,100.0,100.0
176,176.0,3.0,SAC,80.0,M,2.0,,3.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,1,,,,,100.0,X,,,,,X,,,,,100.0,100.0
177,177.0,3.0,SAC,80.0,M,3.0,,4.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,,1.0,,,,75.0,,X,,,,X,,,,,75.0,75.0
178,178.0,3.0,SAC,80.0,M,4.0,,5.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,1,,,,,100.0,X,,,,,X,,,,,100.0,100.0
179,179.0,3.0,SAC,80.0,M,5.0,,6.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,,1.0,,,,75.0,,X,,,,X,,,,,75.0,75.0
180,180.0,3.0,SAC,80.0,M,6.0,,7.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,,,1,,1.0,50.0,X,,,,,,,X,,X,50.0,50.0
181,181.0,3.0,SAC,80.0,M,7.0,,8.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,1,,,,,100.0,,,X,,,X,,,,,50.0,75.0
182,182.0,3.0,SAC,80.0,M,8.0,,9.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,1.0,,,,,1.0,,,,50.0,,,X,,,,X,,,,25.0,38.0
183,183.0,3.0,SAC,80.0,M,9.0,,10.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,1.0,,,,,1.0,,,,50.0,X,,,,,,X,,,X,75.0,63.0
184,184.0,3.0,SAC,80.0,M,10.0,,11.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,1.0,,,,,,1,,,25.0,,X,,,,,X,,,,50.0,38.0
185,185.0,3.0,SAC,80.0,,11.0,,12.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,,1.0,,,,75.0,X,,,,,X,,,,,100.0,88.0
186,186.0,3.0,SAC,80.0,,12.0,,13.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,,1,,1.0,,,1,,,0.0,,X,,,X,,X,,,,50.0,25.0
187,187.0,3.0,SAC,80.0,,13.0,,14.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,1.0,,,,,1.0,,,,50.0,,X,,,,,X,,,,50.0,50.0
188,188.0,3.0,SAC,80.0,,14.0,,15.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,,1.0,,,,75.0,X,,,,,,,X,,X,50.0,63.0
189,189.0,3.0,SAC,80.0,,15.0,,16.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,,,1,,,50.0,X,,,,,X,,,,,100.0,75.0
190,190.0,3.0,YOL,80.0,,0.0,,1.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,1,,,,,100.0,X,,,,,,X,,,,75.0,88.0
191,191.0,3.0,YOL,80.0,,1.0,,2.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,1,,,,,100.0,X,,,,,,X,,,,75.0,88.0
192,192.0,3.0,YOL,80.0,,2.0,,3.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,1,,,,,100.0,X,,,,,X,,,,,100.0,100.0
193,193.0,3.0,YOL,80.0,,3.0,,4.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,1,,,,,100.0,X,,,,,X,,,,,100.0,100.0
194,194.0,3.0,YOL,80.0,,4.0,,5.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,,1.0,,,,75.0,X,,,,,X,,,,,100.0,88.0
195,195.0,3.0,YOL,80.0,,5.0,,6.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,1,,,,,100.0,X,,,,,X,,,,,100.0,100.0
196,196.0,3.0,YOL,80.0,,6.0,,7.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,,1,,,,1.0,,,,25.0,X,,,,,,X,,,,75.0,50.0
198,197.0,3.0,SAC,99.0,,1.0,,2.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,,1,,,,,1,,,0.0,,,X,,,,,X,,,0.0,0.0
199,198.0,3.0,SAC,99.0,,2.0,,3.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,,1,,,,1.0,,,,25.0,,X,,,,,,X,,,25.0,25.0
200,199.0,3.0,SAC,99.0,,3.0,,4.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,,1,,,1,,,,,50.0,X,,,,,X,,,,,100.0,75.0
201,200.0,3.0,SAC,99.0,,4.0,,5.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,,1,,,,,1,,,0.0,,,X,,,,,X,,,0.0,0.0
202,201.0,3.0,SAC,99.0,,5.0,,6.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,,1,,,,,1,,,0.0,,X,,,,,X,,,,50.0,25.0
203,202.0,3.0,SAC,99.0,,6.0,,7.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,1.0,,,,,,1,,,25.0,,,X,,,,,X,,,0.0,13.0
204,203.0,3.0,SAC,99.0,,7.0,,8.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,,1,,,,,1,,,0.0,,,X,,,,,X,,,0.0,0.0
205,204.0,3.0,SAC,99.0,,8.0,,9.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,,1.0,,,,75.0,,,X,,,X,,,,,50.0,63.0
206,205.0,3.0,SAC,99.0,,9.0,,10.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,,1,,,,,1,,,0.0,,,X,,,,,X,,,0.0,0.0
207,206.0,3.0,SAC,99.0,,10.0,,11.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,,1,,,,,1,,,0.0,X,,,,,,X,,,,75.0,38.0
208,207.0,3.0,SAC,99.0,,11.0,,12.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,1.0,,,,,,1,,,25.0,,X,,,,X,,,,,75.0,50.0
209,208.0,3.0,SAC,99.0,,12.0,,13.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,1,,,,,,,1,,,50.0,X,,,,,,,X,,,50.0,50.0
210,209.0,3.0,SAC,99.0,,13.0,,14.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,,1,,,,1.0,,,,25.0,X,,,,,,X,,,,75.0,50.0
211,210.0,3.0,SAC,99.0,,14.0,,15.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,,1,,,,1.0,,,,25.0,,X,,,,,,X,,,25.0,25.0
212,211.0,3.0,SAC,99.0,,15.0,,16.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,1.0,,,,1,,,,,75.0,,X,,,,X,,,,,75.0,75.0
213,212.0,3.0,SAC,99.0,,16.0,,17.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,1.0,,,,,1.0,,,,50.0,X,,,,,,X,,,,75.0,63.0
214,213.0,3.0,SAC,99.0,,17.0,,18.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,1.0,,,,1,,,,,75.0,,X,,,,X,,,,,75.0,75.0
215,214.0,3.0,SAC,99.0,,18.0,,19.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,1.0,,,,1,,,,,75.0,,,X,,,,X,,,,25.0,50.0
216,215.0,3.0,SAC,99.0,,19.0,,20.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,,1,,,,,1,,1.0,0.0,,,X,,,,X,,,,25.0,13.0
217,216.0,3.0,SAC,99.0,,20.0,,21.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,1.0,,,,1,,,,,75.0,X,,,,,,X,,,,75.0,75.0
218,217.0,3.0,SAC,99.0,,21.0,,22.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,1.0,,,,,,1,,1.0,25.0,X,,,,,,,X,,X,50.0,38.0
219,218.0,3.0,SAC,99.0,,22.0,,23.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,1.0,,,,1,,,,,75.0,,,X,,,,X,,,,25.0,50.0
220,219.0,3.0,SAC,99.0,,23.0,,24.0,1.0,3.0,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,FY23/Q3,,1.0,,,,,1.0,,,,50.0,,X,,,,,,X,,,25.0,38.0
